title,price,agent_name,agent_status,description,kecamatan,kabupaten,kamar tidur,luas bangunan,luas lahan
"DIJUAL CEPAT RUMAH SIAP HUNI 300JT AN, DEKAT BANDARA & EXIT TOL MALANG",300000000,independent Agent Kiky Frediawan,Agent,"Dijual Cepat  Rumah Siap Huni Kavling Istana Bandara 7  LT : 63m  Kamar Tidur : 3  Kamar Mandi : 1  Daya listrik : 900 watt  Kitchen set : lemari gantung, kitchen sink : 2  Air : Sumber Artesis (dikelola developer)  Ruang terbuka belakang : bisa difungsikan sbg taman / jemuran  Sudah ada tandon atas, merk penguin  Luas car port 3 x 4,5m  Tinggi pagar 2m  Lebar jalan 6m",Pakis, Malang,3,63.0,63.0
Di jual rumah murah di kota malang dekat kampus Brawijaya,500000000,Afan GWB,Rekan Lamudi Pro,"Rumah di jual murah tapi tidak murahan karena kualitas babngunan bagus desain rumah keren dua lantai, lt 86 lb 86 kamar tidur 3 kamar mamdi 1 harga only 500 juta",Malang,,3,86.0,86.0
"H079 Dijual Rumah Murah Butuh Cepat Laku ,Pakisaji Malang",345000000,Xavier Marks Premier Malang Lusia,Rekan Lamudi,"Desa Genengan, Kec. Pakisaji, Kab. Malang  Luas Tanah 140 mÂ² Luas Bangunan 90 mÂ² Kamar Tidur 3 Kamar Mandi 1 Lantai 1 Carport Air PDAM Listrik 450W SHM  Harga 345 Juta Nego  Keunggulan : - Akses 2 MobilÂ  - 5 Menit Kebonagung - 5 Menit ke Bonderland Pakisaji - Lingkungan Aman, Nyaman",Kedungkandang, Malang,3,90.0,140.0
"Rumah Bangunan Modern Di Malang Anggun Sejahtera Lawang, Dekat RS Radjiman",750000000,Sylviana Hendrawan,Rekan Lamudi Pro,"Rumah DIJUAL bangunan modern dekat RS Radjiman Sumber porong, Kampus POLTEKES Lawang  Spesifikasi properti : Legalitas : SHM Luas tanah : 106 m2 Dimensi : Panjang 14 m | Lebar depan : 7 | Lebar belakang : 8.16 Luas bangunan : 165 m2 Bangunan 1,5 lantai Kamar tidur : 3 Kamar mandi : 2 Kamar pembantu : 1 Caport PLN 1.300 Watt Air PDAM Hadap barat laut  Harga jual : 750 Juta   DI-angsehj",Lawang, Malang,3,165.0,106.0
"[EV] Rumah 3 Kamar 2 Lantai Agro Kencana Karangploso, Semi Furnished",1500000000,INMAX Property,Rekan Lamudi Pro,"Lokasi Karangploso, dekat Wisata Malang Skyland, hunian nyaman, bangunan minimalis, lingkungan aman, semi furnished, ada garasi, carport, halaman belakang, air PDAM, gudang",Karang Ploso, Malang,3,130.0,180.0
rumah di jual di jl la sucipto blimbing malang kota,300000000,Independent Agent - Fauzan,Rekan Lamudi Pro,jual rumah Jl. LA. Sucipto. Blimbing Malang kotaAkses Mobil2 Lt3 KT1 KMRuang TamuDapurLB 70M2LT 59M2PDAM - PLN 1300Kwh300 jt Nego Smpe DealPembayaran bisa dirembug.SHM a.n Sendiri .,Blimbing, Malang,3,68.0,59.0
"Jl. Mertojoyo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65144, Indonesi",480000000,Afan GWB,Rekan Lamudi Pro,"JOYO AGUNG GREENLAND dengan luas tanah 114 (6x19) konsep bangunan modern 2 lantai type 50 dan 65 kami memberikan harga dibawah 550 jtan (cek kompetitor untuk membandingkan harga ) BERLOKASI JOYO AGUNG GREEND LAND berada pada poros jalur utama joyo agung jalur utama dengan lebar 7 meter ber-aspal Joyo Agung merupakan kawasan perumahan kelas menengan ke atas di situ terdapat GRAHA DEWATA, VILLA BUKIT TIDAR Grand suroso dan masih banyak lagi hunian di sekitarnya KAWASAN JOYO AGUNG GREEN LAND merupakan Hunian dengan kedekatan dengan berbagai perguruan tinggi baik negri maupun swasta di KOTA Malang, UIN , UB, UM ITN dan UNISMA TERAHIR kami memberikan kemudahan hanya dengan 1 jt rupiah anda sudah dapat mengunci unit di harga 500an jt untuk tidak kami save dan lock   Info lebih lanjut hubungi  Afan",Dinoyo, Malang,3,65.0,86.0
Rumah Bagus Siap Huni Murah Desain Modern Lokasi di Sukun Malang,375000000,Gresia Dewi,Rekan Lamudi,"Rumah Bagus Siap Huni Murah Desain Modern Lokasi di Sukun Malang  TURUN HARGA Dijual cepat rumah bagus desain modern siap huni di Â Graha Mustika Sukun ,Kota Malang .Â   Luas tanah 75 mÂ²Â  Luas bangunan 54 mÂ² 3 kamar tidurÂ  1 kamar mandi SHMÂ  Harga 375 jutaÂ   Lokasi strategis dekat fasilitas umum, pusat kuliner, pusat perbelanjaan, sekolahan dllÂ   Akses jalan lebar mobil bisa masuk, lingkungan bersih aman dan nyaman.  FRD L2 6784 Â kode iklan bude ar Â 051123  Info rumah, villa, tanah dan properti murah lainnya hubungi: Gresia DewiÂ  Global sukses properti",Malang,,3,54.0,75.0
DI JUAL RUMAH FULL FURNISH MINIMALIS MODERN DI PUSAT KOTA MALANG,950000000,Saiful Anwar,Rekan Lamudi,_UPDATE TURUN HARGA RUMAH TENGAH KOTA TURUN HARGA 400JT_ DI JUAL RUMAH FULL FURNISH MINIMALIS MODERN DI PUSAT KOTA MALANG.,Tunjungsekar, Malang,3,90.0,60.0
Rumah Cluster Readystock potensial strategis dekat pusat Malang kota,219000000,Cakrawala Malang,Rekan Lamudi,"PROMO BULAN RAMADHAN SALE PERUMAHAN CLUSTER AMSTERDAM desain Modern Mewah langsung jalan poros perumahan Dekat pusat Malang kota . .  Perumahan dengan konsep Desain Cluster modern Termurah - Termewah - View istimewa Suasana sejuk asri.  + Lokasi strategis Dekat pusat kota malang + Dekat pusat perbelanjaan indogrosir superindo pasar tradisional / pasar modern + Dekat Pusat pendidikan { TK, SD, SMP, SMK/SMA sampai KAMPUS UNIVERSITAS } + Dekat Wisata alam + Suasana lokasi sejuk asri nuansa villa    Tersedia berbagai Type Rumah : Type 36/72mÂ² Type 36/81mÂ² Type 36/91mÂ² Type 36/95mÂ² Dan Utk KPR SUBSIDI ANGSURAN 900 RIBU an Rumah Type 30/60mÂ² - 80mÂ²    Type 36 Cluster Harga mulai dari 170 juta - 200 jutaan Utk Harga 160 jt type 30 DP hanya 12 jt saja bisa di cicil    Skema pembayaran : - Cash ada diskon bonus spesial - In-house 2 thn sampai 4 thn tanpa bunga tanpa bank , angsuran flat ssmpai lunas - bisa KPR subsidi angsuran 900 ribu flat sampai lunas / KPR Reguler    Bonus spesial free : Meja Dapur - Kanopi dll nya ada cashback dan hadiah menarik untuk 5 pembeli pertama cash Yuk segera survei lokasi dan booking unitnya",Sukun, Malang,2,36.0,78.0
"Rumah subsidi dekat kota , bunder wagir malang",162000000,Dedik Hermanto,Rekan Lamudi Pro,Rumah subsidi dekat kota malang 10 menit dari kampus Unikama  12 menit dari RS Soepraon 15 menit dari pusat kota malang 15 menit dari samsat kota  Spesifikasi : Luas tanah 60 Type 27 Kamar Tidur 2 Kamar Mandi 1 Ruang tamu Carport,Wagir, Malang,2,27.0,60.0
Rumah Murah di Pakis Ampeldento Malang Dekat Bandara Abd Saleh,960000000,FiFi Makmur Property,Rekan Lamudi,DIJUAL RUMAH SIAPHUNI DI MALANG.,Malang,,3,96.0,108.0
"Dijual rumah murah di Lawang, Kab. Malang",360000000,Retno xmgm,Rekan Lamudi Pro,"1 Lantai LT : 74 mÂ² Dimensi 6 m x 12.33 m LB : 54 mÂ² KT 2 KM 1 SHM Listrik 1300 Watt PDAM Carport   Dekat pasar Lawang Suasana aman, nyaman sejuk   RET.2A0101",Lawang, Malang,2,54.0,74.0
Rumah modern siap huni di Sukun Malang,1300000000,Gresia Dewi Global Sukses Properti,Rekan Lamudi Pro,"Kode iklan byr huda mcd L2 7055 / 191223  Rumah modern siap huni di Sukun Malang  Dijual rumah luas bagus berada di kawasan strategis dengan 2 lantai nyaman untuk hunian. Lokasi Klayatan, Sukun, Malang.  Dengan spesifikasi: Luas tanah 170 m2 Full bangunan 3 kamar tidur 2 kamar mandi Ruang tamu luas dan Ruang tv Ruang makan Mushola Gudang Garasi dan Carport Akses mobil Harga 1.3 M  Lokasi strategis dekat dengan jalan raya dan pemukiman penduduk, sekolah, tempat ibadah dan fasilitas umum lainnya.  Segera miliki properti ini, untuk informasi lebih lanjut dan survey lokasi hubungi : Gresia Dewi Global sukses properti",Sukun, Malang,3,170.0,170.0
Rumah murah arjowinagun selatan kantor Terpadu Kota Malang,275000000,Fran Jual Rumah Malang,Rekan Lamudi Pro,"Perumahan Arjowinangun, Kedungkandang, Kota Malang selatan kantor blok office kota Malang, Dekat kantor terpadu, RS Refa Husada Husada & Pasar Gadang.Spesifikasi : Luas tanah 65 mÂ² Luas bangunan 36 mÂ² Jalan depan rumah 7 m Kamar 2 Kamar mandi 1 Legalitas : SHM Harga : 275jt Nego dengan Pemilik Langsung Pembeli bebas Dari Komisi Beminat hubungi : FRAN..",Arjowinangun, Malang,2,36.0,65.0
Perumahan karangploso dekat kampus itn malang,256000000,Dony Ramadhan,Rekan Lamudi Pro,"Perumahan murah dikarangploso malang  Hunian premium cuma 200 jutaan. SHM split siap KPR, Cash tahap dan Inhouse  Akses yang strategis : - 500 meter jalan raya utama karangploso  - Dekat rest area pasar karangploso  - 5 menit exit tol karanglo  - 5 menit kota batu - 10 menit kawasan kampus kota malang  Fasilitas : - One gate Sistem  - Row jalan 8 meter - Tempat ibadah  - Ruang terbuka hijau  Berlokasi strategis sebagai daerah segitiga emas, menjadikan karangploso sangat tepat untuk hunian atau investasi. Keduanya bisa anda wujudkan   Segera survey lokasi nya dapatkan harga promo spesial di bulan ini",Dinoyo, Malang,2,37.0,62.0
Rumah Baru di Arjosari dekat Blimbing Panji Suroso Borobudur,550000000,Jack Property,Rekan Lamudi,"Luas tanah 75 Luas bangunan 50 2KT 1KM SHM .Jalan lebar paving One gate Dekat ke raya arjosari, blimbing, panji suroso Dekat pintu tol karanglo.",Arjosari, Malang,2,50.0,75.0
Dijual rumah baru minimalis full furnished,560000000,Enu Property,Rekan Lamudi Pro,"Harga Murah Bismillah Rumah Full Furnished Baru Gress Minimalis Modern Siap Huni Lokasi Mulyorejo Malang LT 66mÂ² LB 52mÂ² KT 2 KM 1 Ruang Tamu,Ruang Makan,Laundry Room,Carport Listrik 1300W Tandon 350L +Sanyo, Radar Otomatis N' Pendorong Otomatis.Akses Jalan Mobil Simpangan Berada Di Kawasan Perumahan Yang Aman Nyaman Tenang Legalitas SHM Harga 560jt Full Furnished 1.Canopi Depan Full 2.Canopi Belakang 3.Pagar 4.Kursi n' Meja Teras 5.Sofa n' meja Tamu 6.Kithcen Set 7.Meja Makan+Kursi Makan 8.Bed Set+Lemari 9.Water Heater 10.TV 1 Unit 11.Kulkas 12.Dispenser 13.Kompor Tanam n' Coocer Hood 14.AC 1 Unit 15Mesin Cuci 16.Tirai 17.Pintu Masuk Smart 18.Door lock Info Hub.",Mulyorejo, Malang,2,52.0,66.0
BARU MURAH 350 JUTA DI PAKIS DEKAT EXIT TOL DAN CLUSTER ARAYA,350000000,Adi Kurniawan,Agent,LUAS TANAH : 78  LUAS BANGUNAN : 45Â   KAMAR TIDUR : 2  KAMAR MANDI : 1  rumah murah luas siap huni  kawasan pendidikan dan bisnis  row jalan lebar  bangunan kokoh terawat siap huni  5 menit exit tol karanglo  5 menit universitas binus  5 menit sakit persada  jalur pintas ke batu  dekat berbagai fasilitas kota  akses mobil  plus taman,Arjosari, Malang,2,45.0,78.0
Dijual Rumah Karanglo depan Exit Tol Singosari Malang,600000000,ulul amri,Rekan Lamudi Pro,"Rumah Karanglo Indah Balearjosari Blimbing Kota Malang Jual murah B.ULokasi Strategis:- kampus Kampus ITN 2 Karanglo- dekat Exit Toll Karanglo- dekat pasar Blimbing- dekat Hotel Harris , dekat Perum River Side- dekat hawai waterparkSpek:- LT 9x16,4: 147 m2 , LB 125 m2- KT : 3 , KM 1- SHM- R. tamu , R. tengah, Gudang- Carport- AIr PDAM , Listrik 900 wattHarga 600 juta",Karang Ploso, Malang,3,125.0,147.0
"Dijual Rumah Istimewa untuk kost Dekat Kampus BRAWIJAYA,UMM Malang",500000000,Billyas Property Malang Raya,Rekan Lamudi,Dijual rumah istimewa untuk kost atau hunian dekat kampus Brawijaya malang Dekat kampus Brawijaya Kampus Umm Kampus Poltek Kampus Unisma Luas Tanah 114 m Luas Bangunan 80 m Kamar tidur 3 Kamar mandi 1 SHM Akses 1 Mobil Full dak cor tinggal nerusin Harga 500 juta Megapro.,Lowokwaru, Malang,3,81.0,114.0
Rumah Siap Huni Dekat Kampus Kanjuruhan Malang,285000000,Edy todays,Rekan Lamudi,Dijual Rumah Siap Huni Bonagung   Spesiifikasi:  Luas Tanah 66 M2 (Full bangunan) Kamar Tidur 2 Kamar mandi 1 Ruang Tamu Dapur Garasi Lantai Atas 3x6 M (2 Ruangan)   Lokasi Sekitar:  Dekat Kampus UNIKAMA Dekat Indogrosir Dekat Pasar Gadang,Lowokwaru, Malang,2,66.0,66.0
Rumah murah 2Lantai Di Sumberwuni Lawang Malang,325000000,LANDSTOCK PROPERTY,Rekan Lamudi,"JUAL RUMAH MURAH 2LANTAI MEZANINE 3KAMAR TIDUR TERSEDIA READY STOCK & SIAP BANGUN.Type 43/70 up.Promo Harga Hanya Mulai 325juta.Sudah terbentuk Lingkungan & Sudah Banyak Yg Nempatin.sudah ada cafe nya juga di lokasi.dekat RS, Puskesmas, sekolah SMANELA , SD, & SMP.dekat pintu tol dan Fasilitas Umum Lainnya.pembayaran BISA KPR/Inhouse maupun Cash.Info Lebih Lanjut CALL/WA kami.",Lowokwaru, Malang,3,43.0,70.0
RUMAH MURAH 350 JUTA DEKAT CLUSTER ARAYA DAN EXIT TOL,350000000,Adi Kurniawan,Agent,LUAS TANAH : 78  LUAS BANGUNAN : 80  KAMAR TIDUR : 2  KAMAR MANDI : 1  rumah murah luas siap huni  kawasan pendidikan dan bisnis  row jalan lebar  bangunan kokoh terawat siap huni  5 menit exit tol karanglo  5 menit universitas binus  5 menit sakit persada  jalur pintas ke batu  dekat berbagai fasilitas kota  akses mobil  plus taman,Arjosari, Malang,2,60.0,78.0
RUMAH MINIMALIS MURAH KOTA MALANG,325000000,Diamond Properti Malang,Rekan Lamudi,"PROMO LAUNCHING RUMAH VILLA KOTA MALANG LEBAR JALAN 6-11 METER TINGGI PLAFON 4 METER HARGA MULAI 300 JUTAAN Rumah 1 Lantai Mulai Type 40/65 Kamar Tidur 2 Kamar Mandi 1 Ruang Tamu/Keluarga Dapur Carport Harga Normal 375 Juta PROMO HARGA CASH 325 JUTA PROMO HARGA KPR 355 JUTA Fasilitas Umum : Masjid, Sport Center Gym, Club House, Mini Soccer, Cafe, Kolam Renang, Aula Hall.Jalan lebar 6-11 meter.Security, Pos Penjaga, dan One Gate Sistem.Tinggi Plafon Rumah 4 meter.Lokasi strategis : Dekat Kampus Kota Malang Dekat Kantor Terpadu Dekat Rumah Sakit Kota Malang Dekat Sekolah Internasional Dekat SMA Taruna Dekat Tol Hubungi marketing kami :.",Kedungkandang, Malang,2,40.0,65.0
Rumah Murah Minimalis Siap Huni Strategis di Singosari Malang,700000000,Gresia Dewi Supermarket Properti,Rekan Lamudi Pro,"Rumah Murah Minimalis Siap Huni Strategis di Singosari Malang  Dijual rumah minimalis siap huni Lokasi di Perumahan Alam Hijau, Kec. Singosari, Kab. Malang  Luas tanah 144 mÂ² Luas bangunan 144 mÂ² Kamar tidur 3 ruangan Kamar mandi 2 ruangan (1 kamar mandi dalam) Listrik 1300 watt Air PDAM Harga 700 juta nego  NK L2 7259 Kode iklan bude01 211223   Informasi rumah, villa, tanah dan properti murah lainnya hubungi: Gresia Dewi  Global Sukses Properti",Singosari, Malang,3,144.0,144.0
"Selangkah saja dari Kota malang, Subsid paling strategis di Malang",162000000,Rivaldo Arnold SE,Rekan Lamudi Pro,"Selangkah saja dari Kota malang, Subsid paling strategis di Malang  STRATEGIS dkt Sukun - Klayatan, Kota Malang, 10 mnt an dari:  - Univ Kanjuruhan Kota Malang. - RS Soepraoen Kota Malang -Alun-alun Kota Malang -Indogrosir Kota Malang   SLOT TERBATAS!",Pakisaji, Malang,2,33.0,62.0
Rumah Mewah Lokasi Strategis Kawasan Kampus Kota Malang,685000000,Reza Property,Agent,"Rumah Suhat 2 Lantai Selangkah dari UB , UNISMA dan UMM hrga hanya 600 jutaan saja Ga pakai mahal Tersedia 4 desain modern classic yg bikin nyaman Luas Tanah Variatif dr 69m2 .142 m2 Type bangunan mulai type 42m2 Tersedia 9 unit lagi Rumah Suhat dekat darimana mana dan mau kemana mana.",Tunggulwulung, Malang,3,58.0,69.0
Rumah Mewah Kawasan Kampus Kota Malang,685000000,Reza Property,Agent,"Rumah Suhat 2 Lantai Selangkah dari UB , UNISMA dan UMM hrga hanya 600 jutaan saja Ga pakai mahal Tersedia 4 desain modern classic yg bikin nyaman Luas Tanah Variatif dr 69m2 .142 m2 Type bangunan mulai type 42m2 Tersedia 9 unit lagi Rumah Suhat dekat darimana mana dan mau kemana mana.",Tunggulwulung, Malang,3,58.0,69.0
Perumahan murah bisa INHOUSE 10 tahun di Golden Waringin Karangploso,195000000,Gresia Dewi Global Sukses Properti,Rekan Lamudi Pro,"Perumahan murah bisa INHOUSE 10 tahun di Golden Waringin Karangploso Kabar gembira untuk solusi hunian Anda. Telah hadir perumahan super murah, desain modern minimalis dengan view pegunungan di Kota Malang .Perumahan GOLDEN WARINGIN tepatnya di Ngenep Karangploso Kab Malang. Type 32/54 K tidur 2 , K mandi 1 Taman Carport Sisa tanah untuk dapur Harga 195 juta promo cash 170 juta . BISA INHOUSE 10 TAHUN BISA KPR DP 30% (bisa dicicil 3x) Harga sudah termasuk : SHM, IMB, PLN, air bersih, Taman, admin. Lokasi strategis: - Akses jalan mobil sampai lokasi - 3 menit dari poros jalan raya Ngijo - 5 menit dari RS Prasetya Husada - 7 menit ke ITN 2 - 10 menit ke Tol Pandaan Malang- dekat dengan Jalur alternatif Karangploso - Singosari - dekat pemukiman penduduk, sekolah dan area perumahan. - dekat Rencana pembangunan kampus Polinema 2 , Unisma 2 dan UM 4 Buruan booking sekarang juga dan dapatkan harga promo. Informasi perumahan tanpa bank dan bunga hubungi :Gresia Dewi Global sukses properti",Karang Ploso, Malang,2,32.0,54.0
Rumah Dijual Murah Legalitas SHM di Kota Malang,450000000,Firda Fikra,Rekan Lamudi,DIJUAL Murah Rumah Arjowinangon Kota Malang  Spesifikasi:  > Luas Tanah 74 m2 > Luas Bangunan 36 m2 > Kamar Tidur 2 > Kamar Mandi 1 > Lantai 1 > Listrik 1300 watt  Fasilitas : > Dapur Luar > Carport > Taman belakang > Legalitas SHM,Lowokwaru, Malang,2,36.0,74.0
Rumah Tinggal Minimalis  Huni 2 Lt Di Jl Candi Panggung Malang,450000000,Gresia Dewi Global Sukses Properti,Rekan Lamudi Pro,"mcd L2 6683 / 040823 Kode Bude Yul GSP Ibnu Hidayat  Rumah Tinggal Minimalis Huni 2 Lt Di Jl Candi Panggung Malang  Dijual rumah tinggal minimalis kondisi bagus terawatt dan siap huni. Lokasi strategis dekat dengan pusat kota malang dan area bisnis yang ramai. Lokasi di Jalan Candi Panggung, Lowokwaru, Kota Malang  Luas tanah 46 m2 Full bangunan 3 Kamar Tidur 3 Kamar Mandi SHM Jemuran Harga 450 jt bersih  Lokasi sangat strategis: Dekat kawasan bisnis Dekat dengan area pemukiman warga Dekat sekolah SD, SMP, SMA dan Kampus Dekat dengan Rumah Sakit dan perkantoran Dekat wilayah pertokoan, pusat perbelanjaan Dekat dengan fasilitas umum lainnya. Dekat dengan pasar dan terminal  Segera miliki hunian ini, untuk informasi lebih lanjut dan survey lokasi hubungi : Gresia Dewi Global Sukses Properti",Lowokwaru, Malang,3,46.0,46.0
Rumah Bersubsidi Murah Berkualitas Dekat Pintu Tol Malkot,188000000,Marketing Office Pandawa green park,Rekan Lamudi Pro,"Rumah Murah subsidi  Pandawa Green Park Terlerak diwilayah Cemorokandang Samping kawasan perumahan Oma View Cassablanka  Dikelilingi kawasan perumahan baik di cemorokandang maupun kedungrejo  SHGB PBG (IMB) SUDAH READY Siap Transaksi CASH ataupun KPR  Sudah terdaftar di Aplikasi Pemerintah SIKASEP  Akses super mudah, suasana asri Rasa Villa  2 menit dari SMKN 9 Kota Malang 2 menit dari MTsN 2 Kota Malang 5 menit dari Exit Tol kota Malang  5 menit dari Sawojajar (velodrome) 5 menit dari SMKN 6 Kota Malang 5 menit dari pasar madyopuro 7 menit dari kampus 2 UM dan Wishnuwardana 10 menit dari Bandara Abd. Saleh 10 menit dari Wisata Lembah Tumpang  Siap Huni 5 unit  TAHAP 1 PROSES FINISHING BANGUNAN 65 UNIT DP BISA DICICIL   PROSES PENGEMBANGAN DI TAHAP 2 HINGGA 195 UNIT LAGI  Angsuran KPR 1jutaan FLAT sampai LUNAS  DAPATKAN SUBSIDI HARGA SEBESAR 6 JUTA  Informasi selengkapnya hubungi marketing office kami di nomor kontak tersedia",Cemorokandang, Malang,2,25.0,60.0
Rumah Modern 2 Lantai Sengkaling Malang,580000000,Restu .,Rekan Lamudi Pro,MODERN SENGKALING Mulyoagung Kec. Dau Malang Jawa Timur 65151  Hunian yang akan melengkapi keharmonisan keluarga anda.  Kawasan Ekslusive Mewah Elegan Dan Nyaman Sebuah Produck Perumahan Dengan Konsep 2lantai Dengan View Gunung Arjuna  Point Selling :  3menit Ponpes Ar-rohmah  4menit Wisata Sengkaling  5menit Kampus Tribhuwana  6menit Kampus Unisma  13menit Kampus UIN  15menit Kampus UMM   SHM READY  Dengan Harga Sangat Terjangkau  _Start 500 jutaan saja_  Informasi lengkap hubungi kami,Dau, Malang,3,60.0,69.0
DIJUAL RUMAH DI GREEN HILLS RESIDENCE KARANGPLOSO MALANG,780000000,Juliyanti Kussusilorini,Rekan Lamudi,"DIJUAL RUMAH DI GREEN HILLS RESIDENCE KARANGPLOSO MALANGBeautiful Nature Beautiful Homes, Hunian Asri dan Tenang dengan Fasilitas Club House, Bangunan Terawat dan Bersih.Spesifikasi Hunian:Lokasi Ngijo Karangploso MalangLuas Bangunan 47 M2Luas Tanah 84 M2Kamar Tidur/Mandi 2 buah / 1 buahDapur TersediaCarport 1 MobilStatus Sertifikat Hak Milik (SHM)Selling Point:5 menit ke Rest Area Karangploso5 menit ke Sekolah Al.Maahira IIBS10 menit ke Kampus ITN 215 menit ke Exit Tol Singosari20 menit ke Jatim Park 3HARGA NEGO SAMPAI DEAL..",Malang,,2,45.0,84.0
DIJUAL RUMAH  LOKASI PBI ARAYA  KOTA MALANG,900000000,Deni Istanto,Rekan Lamudi Pro,"DIJUAL RUMAH  LOKASI PBI ARAYA , KOTA MALANG   Spesifikasi : - Luas Tanah 170 m2 (11 x 15.45) - Luas Bangunan 140 m2 - 1.5 Lantai - Kamar Tidur 4 - Kamar Mandi 2 - Listrik 1300 Watt - Air Pdam - Ruang Tamu - Dapur - Garasi - Hadap Utara - Akses JaLan MobiL Simpangan - SHM    Dekat TerminaL Arjosari  Dekat PLaza Araya  Dekat Kampus Binus  Harga 900jt Nego  HUBUNGI : SAFANA PROPERTY",Blimbing, Malang,4,140.0,170.0
DIJUAL RUMAH HOOK MURAH DI DIENG MALANG,985000000,Xavier Marks Grande Malang- Yerico,Rekan Lamudi,DIJUAL RUMAH HOOK MURAH DI DIENG MALANG LT 159 m2 LB 50 m2 KT 2 KM 1 SHM On Hand Listrik 1300 PDAM Unfurnish Harga 985 Jt Nego,Sukun, Malang,2,50.0,159.0
Rumah Gadang Sukun Malang Kota Dijual Murah Cepat B.U dkt jl. Provinsi,300000000,Roy Rayyen,Rekan Lamudi Pro,"Rumah Gadang Sukun Malang Kota Dijual Murah Cepat B.U dkt jl. Provinsi  Lokasi Strategis : - cuma 200 meter dari jl. raya provinsi - 3 menit ke pasar gadang - 5 menit ke stasiun kota lama - 5 menit ke balai kota malang - 5 menit ke pasar besar malang  Spek: - Luas 6x12: 72 m2 (Full bangunan) - 2 KT , 1 KM - surat SHM - Jalan Paving mobil masuk - Air Listrik Terkoneksi  Harga 300 juta",Sukun, Malang,2,45.0,72.0
"Rumah Eksklusif Kota Malang, Poros Jalan Keuharjo",500000000,Royyan Aroba,Rekan Lamudi,Perumahan Bergaya American Style Pertama di Malang Hanya di Perumahan The Imperrial Estate Karangploso Malang  start 399 juta (1 Lantai) 699 (2 lantai) 700 jutaan (Ruko),Blimbing, Malang,3,72.0,70.0
RUMAH MODERN MINIMALIS DIENG MALANG,1499999999,Charlotta Mutiara,Rekan Lamudi,Rumah Modern Dieng Malang Jual Rumah DIENG MALANG LT 200 LB 120 KT 2+1 KM 2+1 Dimensi 10 x 20 Listrik 1300 Watt SHM.,Dau, Malang,3,120.0,200.0
RUMAH SUBSIDI KWALITAS PREMIUM STRATEGIS MALANG,167500000,Deni Istanto,Rekan Lamudi Pro,"INFO MENARIK GRIYATAMA SUBSIDI TAJINAN PROMO FREE SHM SAMPAI UNIT PROMO HABIS  BLOK E F HARGA 167,1 JUTA DP 7,1 JUTA (CICIL 4 BLN) BEAYA LAIN2 5,5 JUTA TOTAL PERSIAPAN DANA AWAL 12,6 JUTA  BLOK B C HARGA 177,1JUTA DP 21,1 JUTA (CICIL 4 BLN) BEAYA LAIN2, 5,5 JUTA TOTAL PERSIAPAN DANA AWAL 26,6 JUTA  BLOK D HARGA 17,1 JUTA DP 16,1 JUTA (CICIL 4 BLN) BEAYA LAIN2 5,5 JUTA TOTAL PERSIAPAN DANA AWAL 21,6 JUTA  HARGA SUDAH FREE SEMUA BEAYA : FREE PPN, BPHTB,SHM ,BBN  PEMBELIAN CASH DISKON 3 JUTA ( SEMUA TYPE)  BEAYA LAIN-LAIN MENCAKUP : - ITJ LUAR HARGA 2 JUTA - BEAYA KPR 2 JUTA - 1X ANGSURAN AWAL TOTAL 5,5 JUTA  SPEK BANGUNAN - TYPE 28/60 - 2 KMR TDUR 1 KMR MANDI - RUANG TAMU - SISA TANAH BELAKANG UNT DAPUR - KARPOT TAMAN - 1.300 W LISTRIK - PDAM   ANGSURAN PERBLN KPR 10 TH : 1,6 JUTA 15 TH : 1,2 JUTA 20 TH : 1 JUTA  START BANGUN RUMAH AKHIR OKTOBER / AWAL NOPEMBER 2023 TRIMA KUNCI JANUARY / FEBRUARY 2024  NOTE : BLOK POJOK BUKAN SUBSIDI tetapi NON SUBSIDI (BELUM DIJUAL DULU)  BLOK A NON SUBSIDI HARGA 270 JUTA ( FREE ALL BEAYA ) TYPE 40/72  - DP 10 % (27 JUTA) - ITJ LUAR HARGA (2,5 JUTA) - BEAYA KPR (17 JUTA) - 1 X ANGSURAN AWAL (3 JUTA) TOTAL PERSIAPAN DANA AWAL ( 49,5 JUTA )  BURUANN INDEENN JANGAN KEHABISAANNN",Tajinan, Malang,2,28.0,60.0
